 102.901  35.843  -2.83      1.47  125.0    5.4    3.2    2   4   1
 102.876  35.838  -4.72      2.95  137.0    4.8    3.2    3   4   1
 102.851  35.832  -6.61      4.59  125.5    4.1    1.6    4   4   1
 102.826  35.827  -8.50      6.22  114.1    3.7    0.8    5   4   1
 102.801  35.821 -10.38      8.18  125.1    3.4    0.8    6   4   1
 102.776  35.816 -12.27     10.13  136.0    3.4    1.6    7   4   1
 102.751  35.810 -14.16      5.36  133.9    3.9    1.6    8   4   1
 102.726  35.805 -16.05      0.59  131.7    4.5    1.6    9   4   1
 102.702  35.800 -17.94      0.73  130.2    5.4    2.4   10   4   1
 102.677  35.794 -19.82      0.87  128.6    6.5    2.4   11   4   1
 102.934  35.822  -0.94      0.00   93.9    5.6    4.0    1   5   1
 102.909  35.817  -2.83      0.04  116.2    4.6    3.2    2   5   1
 102.885  35.812  -4.72      0.08  138.5    3.7    2.4    3   5   1
 102.860  35.806  -6.61      6.20  119.3    3.0    1.6    4   5   1
 102.835  35.801  -8.50     12.32  100.0    2.5    0.8    5   5   1
 102.810  35.795 -10.38     16.13  118.2    2.2    0.8    6   5   1
 102.785  35.790 -12.27     19.95  136.5    2.4    0.8    7   5   1
 102.760  35.784 -14.16     10.03  129.0    3.0    0.8    8   5   1
 102.735  35.779 -16.05      0.10  121.5    3.9    0.8    9   5   1
 102.710  35.773 -17.94      0.82  131.3    4.7    1.6   10   5   1
 102.685  35.768 -19.82      1.54  141.0    5.6    2.4   11   5   1
 102.943  35.796  -0.94      0.00   97.1    5.3    3.2    1   6   1
 102.918  35.791  -2.83      0.39  114.4    4.4    2.4    2   6   1
 102.893  35.785  -4.72      0.77  131.7    3.4    2.4    3   6   1
 102.868  35.780  -6.61      8.24  114.7    2.5    1.6    4   6   1
 102.843  35.775  -8.50     15.71   97.8    1.6    0.8    5   6   1
 102.818  35.769 -10.38     16.91  117.1    1.1    0.8    6   6   1
 102.794  35.764 -12.27     18.10  136.5    1.5    0.8    7   6   1
 102.769  35.758 -14.16      9.11  122.8    2.4    0.8    8   6   1
 102.744  35.753 -16.05      0.11  109.2    3.6    1.6    9   6   1
 102.719  35.747 -17.94      0.53  116.6    4.6    1.6   10   6   1
 102.694  35.742 -19.82      0.95  124.0    5.6    1.6   11   6   1
 102.952  35.770  -0.94      0.00  100.3    5.2    2.4    1   7   1
 102.927  35.765  -2.83      0.74  112.6    4.4    2.4    2   7   1
 102.902  35.759  -4.72      1.47  124.8    3.4    1.6    3   7   1
 102.877  35.754  -6.61     10.29  110.2    2.3    0.8    4   7   1
 102.852  35.748  -8.50     19.10   95.5    1.1    0.8    5   7   1
 102.827  35.743 -10.38     17.68  116.0    0.0    0.8    6   7   1
 102.802  35.738 -12.27     16.25  136.5    1.0    0.8    7   7   1
 102.777  35.732 -14.16      8.19  116.6    2.2    1.6    8   7   1
 102.752  35.727 -16.05      0.13   96.8    3.6    1.6    9   7   1
 102.727  35.721 -17.94      0.24  101.9    4.8    0.8   10   7   1
 102.703  35.716 -19.82      0.35  107.0    5.9    0.8   11   7   1
 102.960  35.744  -0.94      0.00   98.8    5.5    2.4    1   8   1
 102.935  35.739  -2.83      3.22  115.9    4.6    2.4    2   8   1
 102.910  35.733  -4.72      6.45  133.0    3.6    1.6    3   8   1
 102.885  35.728  -6.61      8.15  125.4    2.6    0.8    4   8   1
 102.860  35.722  -8.50      9.86  117.8    1.6    0.8    5   8   1
 102.836  35.717 -10.38      9.91  128.5    1.1    0.8    6   8   1
 102.811  35.711 -12.27      9.96  139.1    1.5    1.6    7   8   1
 102.786  35.706 -14.16      5.02  127.8    2.4    1.6    8   8   1
 102.761  35.701 -16.05      0.08  116.4    3.5    1.6    9   8   1
 102.736  35.695 -17.94      0.33  120.0    4.6    1.6   10   8   1
 102.711  35.690 -19.82      0.58  123.6    5.6    0.8   11   8   1
 102.969  35.718  -0.94      0.00   97.3    5.9    2.4    1   9   1
 102.944  35.712  -2.83      5.71  119.3    5.1    1.6    2   9   1
 102.919  35.707  -4.72     11.42  141.2    4.2    0.8    3   9   1
 102.894  35.702  -6.61      6.02  140.7    3.3    0.8    4   9   1
 102.869  35.696  -8.50      0.61  140.1    2.7    0.8    5   9   1
 102.844  35.691 -10.38      2.14  140.9    2.2    1.6    6   9   1
 102.819  35.685 -12.27      3.67  141.8    2.4    1.6    7   9   1
 102.794  35.680 -14.16      1.85  138.9    3.0    1.6    8   9   1
 102.770  35.674 -16.05      0.03  136.1    3.8    1.6    9   9   1
 102.745  35.669 -17.94      0.42  138.2    4.6    1.6   10   9   1
 102.720  35.664 -19.82      0.81  140.2    5.5    0.8   11   9   1
 102.977  35.692  -0.94      0.00  119.5    6.3    2.4    1  10   1
 102.952  35.686  -2.83      4.95  130.5    5.6    2.4    2  10   1
 102.927  35.681  -4.72      9.90  141.6    5.0    2.4    3  10   1
 102.902  35.676  -6.61      6.26  140.5    4.1    1.6    4  10   1
 102.878  35.670  -8.50      2.61  139.3    3.4    0.8    5  10   1
 102.853  35.665 -10.38      2.47  140.5    3.2    1.6    6  10   1
 102.828  35.659 -12.27      2.33  141.8    3.3    2.4    7  10   1
 102.803  35.654 -14.16      1.57  139.8    3.8    2.4    8  10   1
 102.778  35.648 -16.05      0.81  137.8    4.6    2.4    9  10   1
 102.753  35.643 -17.94      0.94  137.4    5.5    2.4   10  10   1
 102.728  35.637 -19.82      1.07  137.0    6.5    1.6   11  10   1
 102.986  35.666  -0.94      0.00  141.7    6.7    1.6    1  11   1
 102.961  35.660  -2.83      4.19  141.8    6.3    2.4    2  11   1
 102.936  35.655  -4.72      8.38  141.9    6.0    3.2    3  11   1
 102.911  35.649  -6.61      6.50  140.2    4.9    1.6    4  11   1
 102.886  35.644  -8.50      4.61  138.6    4.1    0.8    5  11   1
 102.861  35.639 -10.38      2.80  140.2    4.0    1.6    6  11   1
 102.836  35.633 -12.27      0.99  141.7    4.2    3.2    7  11   1
 102.812  35.628 -14.16      1.29  140.6    4.8    3.2    8  11   1
 102.787  35.622 -16.05      1.58  139.5    5.7    4.0    9  11   1
 102.762  35.617 -17.94      1.45  136.7    6.7    3.2   10  11   1
 102.737  35.611 -19.82      1.33  133.9    7.9    2.4   11  11   1
 102.994  35.639  -0.94      0.00  137.0    7.8    2.4    1  12   1
 102.969  35.634  -2.83      2.22  133.0    7.1    2.4    2  12   1
 102.944  35.629  -4.72      4.44  129.0    6.5    3.2    3  12   1
 102.920  35.623  -6.61      3.49  133.7    5.8    2.4    4  12   1
 102.895  35.618  -8.50      2.55  138.4    5.3    1.6    5  12   1
 102.870  35.612 -10.38      1.77  128.1    5.3    2.4    6  12   1
 102.845  35.607 -12.27      0.98  117.8    5.4    3.2    7  12   1
 102.820  35.602 -14.16      1.39  122.0    6.0    3.2    8  12   1
 102.795  35.596 -16.05      1.80  126.1    6.8    3.2    9  12   1
 102.770  35.591 -17.94      1.45  126.7    7.3    3.2   10  12   1
 102.746  35.585 -19.82      1.09  127.2    7.9    2.4   11  12   1
 103.003  35.613  -0.94      0.00  132.3    9.2    2.4    1  13   1
 102.978  35.608  -2.83      0.24  124.2    8.0    3.2    2  13   1
 102.953  35.603  -4.72      0.49  116.0    7.0    4.0    3  13   1
 102.928  35.597  -6.61      0.48  127.1    6.8    3.2    4  13   1
 102.903  35.592  -8.50      0.48  138.2    6.7    1.6    5  13   1
 102.878  35.586 -10.38      0.73  116.0    6.6    3.2    6  13   1
 102.854  35.581 -12.27      0.98   93.9    6.7    4.0    7  13   1
 102.829  35.575 -14.16      1.50  103.3    7.3    3.2    8  13   1
 102.804  35.570 -16.05      2.02  112.7    8.1    3.2    9  13   1
 102.779  35.565 -17.94      1.44  116.7    8.0    3.2   10  13   1
 102.754  35.559 -19.82      0.86  120.6    7.9    3.2   11  13   1
 103.011  35.587  -0.94      0.45  136.4    9.7    1.6    1  14   1
 102.986  35.582  -2.83      0.41  130.3    9.1    2.4    2  14   1
 102.961  35.576  -4.72      0.37  124.2    8.6    4.0    3  14   1
 102.937  35.571  -6.61      0.35  122.4    7.9    2.4    4  14   1
 102.912  35.566  -8.50      0.33  120.6    7.4    1.6    5  14   1
 102.887  35.560 -10.38      0.56  115.3    7.5    2.4    6  14   1
 102.862  35.555 -12.27      0.80  110.1    7.7    3.2    7  14   1
 102.837  35.549 -14.16      1.10  110.4    8.3    3.2    8  14   1
 102.812  35.544 -16.05      1.41  110.7    9.0    3.2    9  14   1
 102.788  35.538 -17.94      1.14  118.8    9.0    3.2   10  14   1
 102.763  35.533 -19.82      0.88  126.9    9.1    3.2   11  14   1
 103.020  35.561  -0.94      0.90  140.5   10.2    0.8    1  15   1
 102.995  35.556  -2.83      0.57  136.5   10.2    2.4    2  15   1
 102.970  35.550  -4.72      0.25  132.4   10.4    4.0    3  15   1
 102.945  35.545  -6.61      0.21  117.7    9.1    2.4    4  15   1
 102.920  35.539  -8.50      0.18  103.0    8.2    1.6    5  15   1
 102.895  35.534 -10.38      0.40  114.6    8.3    2.4    6  15   1
 102.871  35.529 -12.27      0.62  126.3    8.6    3.2    7  15   1
 102.846  35.523 -14.16      0.70  117.5    9.2    3.2    8  15   1
 102.821  35.518 -16.05      0.79  108.7    9.9    3.2    9  15   1
 102.796  35.512 -17.94      0.85  121.0   10.2    3.2   10  15   1
 102.771  35.507 -19.82      0.91  133.2   10.5    3.2   11  15   1
